subarea p1x p1y p2x p2y p3x p3y p4x p4y
411 28.0 8.0 30.0 8.0 28.0 6.0 30.0 6.0
412 30.0 8.0 32.0 8.0 30.0 6.0 32.0 6.0
413 32.0 8.0 34.0 8.0 32.0 6.0 34.0 6.0
414 34.0 8.0 36.0 8.0 34.0 6.0 36.0 6.0
415 36.0 8.0 38.0 8.0 36.0 6.0 38.0 6.0
416 38.0 8.0 40.0 8.0 38.0 6.0 40.0 6.0
417 40.0 8.0 42.0 8.0 40.0 6.0 42.0 6.0
418 42.0 8.0 44.0 8.0 42.0 6.0 44.0 6.0
419 0.0 6.0 2.0 6.0 0.0 4.0 2.0 4.0
420 2.0 6.0 4.0 6.0 2.0 4.0 4.0 4.0
421 4.0 6.0 6.0 6.0 4.0 4.0 6.0 4.0
422 6.0 6.0 8.0 6.0 6.0 4.0 8.0 4.0
423 8.0 6.0 10.0 6.0 8.0 4.0 10.0 4.0
424 10.0 6.0 12.0 6.0 10.0 4.0 12.0 4.0
425 12.0 6.0 14.0 6.0 12.0 4.0 14.0 4.0
426 14.0 6.0 16.0 6.0 14.0 4.0 16.0 4.0
427 16.0 6.0 18.0 6.0 16.0 4.0 18.0 4.0
428 18.0 6.0 20.0 6.0 18.0 4.0 20.0 4.0
429 20.0 6.0 22.0 6.0 20.0 4.0 22.0 4.0
430 22.0 6.0 24.0 6.0 22.0 4.0 24.0 4.0
431 24.0 6.0 26.0 6.0 24.0 4.0 26.0 4.0
432 26.0 6.0 28.0 6.0 26.0 4.0 28.0 4.0
433 28.0 6.0 30.0 6.0 28.0 4.0 30.0 4.0
434 30.0 6.0 32.0 6.0 30.0 4.0 32.0 4.0
435 32.0 6.0 34.0 6.0 32.0 4.0 34.0 4.0
436 34.0 6.0 36.0 6.0 34.0 4.0 36.0 4.0
437 36.0 6.0 38.0 6.0 36.0 4.0 38.0 4.0
438 38.0 6.0 40.0 6.0 38.0 4.0 40.0 4.0
439 40.0 6.0 42.0 6.0 40.0 4.0 42.0 4.0
440 42.0 6.0 44.0 6.0 42.0 4.0 44.0 4.0
441 0.0 4.0 2.0 4.0 0.0 2.0 2.0 2.0
442 2.0 4.0 4.0 4.0 2.0 2.0 4.0 2.0
443 4.0 4.0 6.0 4.0 4.0 2.0 6.0 2.0
444 6.0 4.0 8.0 4.0 6.0 2.0 8.0 2.0
445 8.0 4.0 10.0 4.0 8.0 2.0 10.0 2.0
446 10.0 4.0 12.0 4.0 10.0 2.0 12.0 2.0
447 12.0 4.0 14.0 4.0 12.0 2.0 14.0 2.0
448 14.0 4.0 16.0 4.0 14.0 2.0 16.0 2.0
449 16.0 4.0 18.0 4.0 16.0 2.0 18.0 2.0
450 18.0 4.0 20.0 4.0 18.0 2.0 20.0 2.0
451 20.0 4.0 22.0 4.0 20.0 2.0 22.0 2.0
452 22.0 4.0 24.0 4.0 22.0 2.0 24.0 2.0
453 24.0 4.0 26.0 4.0 24.0 2.0 26.0 2.0
454 26.0 4.0 28.0 4.0 26.0 2.0 28.0 2.0
455 28.0 4.0 30.0 4.0 28.0 2.0 30.0 2.0
456 30.0 4.0 32.0 4.0 30.0 2.0 32.0 2.0
457 32.0 4.0 34.0 4.0 32.0 2.0 34.0 2.0
458 34.0 4.0 36.0 4.0 34.0 2.0 36.0 2.0
459 36.0 4.0 38.0 4.0 36.0 2.0 38.0 2.0
460 38.0 4.0 40.0 4.0 38.0 2.0 40.0 2.0
461 40.0 4.0 42.0 4.0 40.0 2.0 42.0 2.0
462 42.0 4.0 44.0 4.0 42.0 2.0 44.0 2.0
463 0.0 2.0 2.0 2.0 0.0 0.0 2.0 0.0
464 2.0 2.0 4.0 2.0 2.0 0.0 4.0 0.0
465 4.0 2.0 6.0 2.0 4.0 0.0 6.0 0.0
466 6.0 2.0 8.0 2.0 6.0 0.0 8.0 0.0
467 8.0 2.0 10.0 2.0 8.0 0.0 10.0 0.0
468 10.0 2.0 12.0 2.0 10.0 0.0 12.0 0.0
469 12.0 2.0 14.0 2.0 12.0 0.0 14.0 0.0
470 14.0 2.0 16.0 2.0 14.0 0.0 16.0 0.0
471 16.0 2.0 18.0 2.0 16.0 0.0 18.0 0.0
472 18.0 2.0 20.0 2.0 18.0 0.0 20.0 0.0
473 20.0 2.0 22.0 2.0 20.0 0.0 22.0 0.0
474 22.0 2.0 24.0 2.0 22.0 0.0 24.0 0.0
475 24.0 2.0 26.0 2.0 24.0 0.0 26.0 0.0
476 26.0 2.0 28.0 2.0 26.0 0.0 28.0 0.0
477 28.0 2.0 30.0 2.0 28.0 0.0 30.0 0.0
478 30.0 2.0 32.0 2.0 30.0 0.0 32.0 0.0
479 32.0 2.0 34.0 2.0 32.0 0.0 34.0 0.0
480 34.0 2.0 36.0 2.0 34.0 0.0 36.0 0.0
481 36.0 2.0 38.0 2.0 36.0 0.0 38.0 0.0
482 38.0 2.0 40.0 2.0 38.0 0.0 40.0 0.0
483 40.0 2.0 42.0 2.0 40.0 0.0 42.0 0.0
484 42.0 2.0 44.0 2.0 42.0 0.0 44.0 0.0
