location subarea numcant
1873 160 0620
1874 155 0608
1875 155 0608
1876 155 0608
1877 156 0602
1878 156 0602
1879 156 0602
1880 156 0602
1881 161 0646
1882 163 0695
1883 153 0622
1884 153 0622
1885 164 0624
1886 164 0624
1887 162 0629
1888 162 0629
1889 162 0629
1890 160 0620
1891 160 0620
1892 155 0608
1893 155 0608
1894 155 0608
1895 156 0602
1896 156 0602
1897 156 0602
1898 156 0602
1899 161 0646
1900 165 0635
1901 166 0698
1902 153 0622
1903 164 0624
1904 164 0624
1905 164 0624
1906 164 0624
1907 162 0629
1908 162 0629
1909 160 0620
1910 160 0620
1911 155 0608
1912 155 0608
1913 167 0628
1914 167 0628
1915 167 0628
1916 168 0645
1917 169 0601
1918 170 0697
1919 170 0697
1920 153 0622
1921 164 0624
1922 164 0624
1923 162 0629
1924 162 0629
1925 162 0629
1926 160 0620
1927 160 0620
1928 155 0608
1929 171 0650
1930 167 0628
1931 167 0628
1932 172 0696
1933 168 0645
1934 153 0622
1935 164 0624
1936 164 0624
1937 162 0629
1938 162 0629
1939 162 0629
1940 160 0620
1941 160 0620
1942 171 0650
1943 171 0650
1944 167 0628
1945 173 0605
1946 172 0696
1947 164 0624
1948 164 0624
1949 174 0623
1950 162 0629
1951 175 0627
1952 175 0627
1953 176 0612
1954 176 0612
1955 176 0612
1956 176 0612
1957 177 0699
1958 177 0699
1959 177 0699
1960 174 0623
1961 174 0623
1962 178 0619
1963 175 0627
1964 175 0627
1965 175 0627
1966 176 0612
1967 176 0612
1968 176 0612
1969 176 0612
1970 176 0612
1971 177 0699
1972 177 0699
1973 178 0619
1974 178 0619
1975 175 0627
1976 179 0609
1977 179 0609
1978 180 0607
1979 180 0607
1980 180 0607
1981 180 0607
1982 181 0643
1983 182 0630
1984 178 0619
1985 178 0619
1986 178 0619
1987 175 0627
1988 179 0609
1989 179 0609
1990 179 0609
1991 179 0609
1992 179 0609
1993 179 0609
1994 182 0630
1995 178 0619
1996 183 0626
1997 183 0626
1998 183 0626
1999 179 0609
2000 179 0609
2001 179 0609
2002 179 0609
2003 182 0630
2004 184 0604
2005 183 0626
2006 183 0626
2007 183 0626
2008 183 0626
2009 185 0652
2010 185 0652
2011 186 0631
2012 186 0631
2013 184 0604
2014 184 0604
2015 184 0604
2016 183 0626
2017 183 0626
2018 187 0613
2019 187 0613
2020 188 0693
2021 186 0631
2022 186 0631
2023 184 0604
2024 184 0604
2025 184 0604
2026 184 0604
2027 184 0604
2028 186 0631
2029 186 0631
2030 184 0604
2031 184 0604
2032 184 0604
2033 186 0631
2034 186 0631
2035 186 0631
2036 186 0631
2037 186 0631
