location subarea INSEE_COM
1872 772 06005
1873 773 06052
1874 774 06107
1875 745 06070
1876 775 06050
1877 766 06068
1878 757 06010
1879 776 06112
1880 777 06152
1881 778 06085
1882 779 06030
1883 769 06073
1884 769 06073
1885 780 06110
1886 780 06110
1887 770 06096
1888 781 06139
1889 782 06143
1890 773 06052
1891 783 06106
1892 784 06047
1893 775 06050
1894 775 06050
1895 785 06148
1896 785 06148
1897 786 06105
1898 777 06152
1899 778 06085
1900 787 06155
1901 788 06029
1902 769 06073
1903 789 06111
1904 789 06111
1905 790 06072
1906 790 06072
1907 791 06158
1908 791 06158
1909 792 06141
1910 793 06097
1911 794 06061
1912 795 06017
1913 796 06157
1914 796 06157
1915 796 06157
1916 797 06161
1917 798 06018
1918 799 06004
1919 799 06004
1920 769 06073
1921 800 06102
1922 801 06080
1923 802 06009
1924 802 06009
1925 803 06078
1926 792 06141
1927 804 06145
1928 805 06022
1929 806 06025
1930 796 06157
1931 796 06157
1932 807 06027
1933 797 06161
1934 769 06073
1935 808 06153
1936 808 06153
1937 809 06144
1938 810 06146
1939 803 06078
1940 811 06021
1941 812 06066
1942 806 06025
1943 813 06064
1944 814 06065
1945 815 06123
1946 807 06027
1947 808 06153
1948 808 06153
1949 816 06156
1950 809 06144
1951 817 06151
1952 817 06151
1953 818 06075
1954 818 06075
1955 819 06117
1956 820 06046
1957 821 06088
1958 821 06088
1959 821 06088
1960 822 06127
1961 822 06127
1962 823 06103
1963 824 06074
1964 824 06074
1965 817 06151
1966 825 06055
1967 818 06075
1968 818 06075
1969 826 06147
1970 826 06147
1971 821 06088
1972 821 06088
1973 823 06103
1974 823 06103
1975 824 06074
1976 827 06077
1977 827 06077
1978 828 06043
1979 829 06048
1980 829 06048
1981 830 06031
1982 831 06149
1983 832 06159
1984 833 06013
1985 833 06013
1986 834 06020
1987 824 06074
1988 827 06077
1989 827 06077
1990 827 06077
1991 835 06057
1992 836 06019
1993 837 06092
1994 838 06059
1995 833 06013
1996 839 06086
1997 839 06086
1998 840 06136
1999 827 06077
2000 841 06091
2001 841 06091
2002 841 06091
2003 842 06150
2004 843 06023
2005 839 06086
2006 840 06136
2007 840 06136
2008 844 06036
2009 845 06113
2010 846 06104
2011 847 06163
2012 847 06163
2013 848 06132
2014 843 06023
2015 843 06023
2016 840 06136
2017 840 06136
2018 849 06035
2019 849 06035
2020 850 06083
2021 847 06163
2022 847 06163
2023 851 06062
2024 851 06062
2025 848 06132
2026 843 06023
2027 843 06023
2028 847 06163
2029 847 06163
2030 851 06062
2031 851 06062
2032 848 06132
2033 847 06163
2034 847 06163
2035 852 06162
2036 852 06162
2037 852 06162
